SizeRank,RegionID,RegionName,RegionType,StateName,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11
2018,54754,Tualatin,City,OR,,,,,,,,,,,,,,,,0.919962332,0.853053276,0.92954712,0.882352941,0.930538035,0.932398252,0.909762576,0.923539722,0.960244719,0.92481203,0.900888889,0.929576911,0.957739435,0.980392157,0.947983995,0.984310671,0.954558445,0.958823529,0.976495073,0.964631162,0.939289875,0.950237559,0.982142857,0.942556634,0.985622005,0.983291068,1,0.973820375,0.987946331,0.967564014,0.984300306,0.992336856,0.988671329,0.976923077,0.959822747,0.986460348,0.994410121,1,0.992036405,0.99047619,0.97987988,0.997333333,0.967031401,0.970964556,0.965020766,0.924843424,0.9703125,0.98565335,0.996478873,0.999700509,0.98808849,0.987746937,1,0.997142857,0.977648428,0.97303826,0.990752972,0.994498166,1,1,1.000270343,1.009180123,1,1.001365498,1.000212811,0.992410983,0.992238806,0.976901636,1,1,0.98245614,1,1,1.009090909,0.998805257,1,1,0.974683544,0.974603175,0.967317608,0.984947123,1,0.975931464,1.0054902,1,1,1,1,0.995896033,0.983245597,0.973136117,0.980976786,0.963849556,0.979343336,0.995337995,0.953292731,1,0.974910394,0.998834499,1,0.996604414,0.985068009,0.971722365,0.98
2019,51718,Dickson,City,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.975271305,0.92794307,1,1.006741573,1,0.955555556,0.981278244,0.983743226,0.972588201,0.970485243,0.928671534,0.971120226,0.939979987,1,0.974436029,0.950475238,0.965516842,1,0.979574823,0.977786416,0.971159506,0.976744186,0.94795539,0.959623325,0.960431655,0.979782271,0.981082838,0.988786134,0.981124953,0.978593348,0.9797415,0.972762646,0.969139183
2020,29443,Woodburn,City,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,0.957138043,0.954545455,0.897959184,0.95049505,0.908897638,0.960647535,0.921052632,0.958333333,0.959710092,0.932885906,0.930283114,0.885885886,0.89974798,0.950140552,0.969096334,0.977996345,0.96875,0.971894927,0.954356846,0.891323689,0.966098555,0.976511988,0.914363958,0.958549223,0.972270972,0.962334243,1,0.983800237,0.977717144,0.985995999,0.983716191,0.969300739,0.996763754,0.962463908,0.951724138,0.960769231,0.992565056,0.944444444,0.969272692,0.979865772,0.973940511,0.979628553,0.969049823,0.993332149,0.986418871,1,0.995633188,0.972272727,1,1,1.00136612,1,1.020571429,1,1,1,0.986560984,0.967017544,0.9896617,0.963278532,1,0.99894958,1,1,1,1,1,0.978093176,0.983068999,1,0.98006595,0.99859331,0.997014925,0.99972973,0.983606557,0.983455882,1,1,0.985210961,1,1,0.985888502,0.952105406,0.973055813,0.979461133,0.978820216,0.984057971,0.989953558,0.972992488,0.986331333,0.952607764,1,0.957746479
2021,55288,Yorkville,City,IL,,0.890909091,0.843336411,0.91627907,0.945741134,0.931325444,0.894972361,0.863898151,0.923529412,0.922114437,0.886895342,0.908198699,0.881722991,0.861198738,0.854864381,0.9375,0.880263158,0.920054476,0.860862551,0.911516229,0.878265703,0.86724483,0.94326687,0.909090909,0.902330922,0.890445223,0.942857143,0.908525539,0.831065958,0.887595489,0.913654618,0.910852713,0.924501425,0.868689534,0.919938065,0.916535546,0.93124456,0.905505952,0.930769231,0.941443336,0.943460958,0.929436546,0.938864629,0.962263529,0.956270609,0.956175926,0.987743872,0.906677,0.947060985,0.929895953,0.933955971,0.961165391,0.926268989,0.97684656,0.962068966,0.942407102,0.926535962,0.92388741,0.945052536,0.855250489,0.92239819,0.911205074,0.905624404,0.912265349,0.94498436,0.9569474,0.953422945,0.958602638,0.961930526,0.942095472,0.934327065,0.912844037,0.936746988,0.931151804,0.899628253,0.96,0.960869565,0.953932061,0.982302884,0.969701867,0.966666667,0.969972755,0.968080808,0.956325761,0.948842526,0.950475238,0.962667293,0.964974982,0.967127203,0.970120295,0.963788301,0.977777778,0.96341681,0.959353895,0.965850293,0.964774557,0.963319748,0.937931034,0.971111474,0.965850293,0.971706202,0.985671958,0.979462928,0.967516918,0.961745982,0.972762646,0.955980436,0.936793435,0.939149128,0.937286551,0.960640427,0.971730667,0.969472199,0.98066423,0.963534143,0.965482741,0.955921402,0.962400828,0.953912111
2021,37652,Burbank,City,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.861564287,0.933333333,0.968813559,0.916728844,0.966183575,0.91503268,0.924,0.969355847,0.938178954,0.901012382,0.938075547,0.939849624,0.923579815,0.94353663,0.934537664,0.950252916,0.97799511,0.938924908,0.944755805,0.926430518,0.92538641,0.942446043,0.954022989,0.960909416,0.931407986,0.880361174,0.957329814,0.97364895,0.96550839,0.950475238,0.911889188,0.921537651,0.94173043,0.931127357,0.926950856,0.898207614,0.903448276,0.936417668,0.936714827,0.888888889,0.956166879,0.964912281,0.973391855,0.928742994,0.934515689,0.904522613,0.938254571,0.933337481,0.961111111,0.948515891,0.974508578,0.951967024,0.966542751,0.93678945,0.957873926,0.97260274,0.943147968,0.910097345,0.950475238,0.936601791,0.935042237,0.915139987,0.967311541,0.948553719,0.982841938,0.975487744,0.956086715,0.973523524,0.962901209,0.955602017,0.913374262,0.906441822,0.972333182,0.939671643,0.962025316,0.957249071,0.976617623,0.978907518,0.972749224,0.974987494,0.94980695
2022,10343,Belmont,City,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.069875776,1.003134796,1.02,1.004643112,1.076351351,1.02484472,1,1,1.000465549,1.00462336
2023,44318,Bristow,City,VA,0.977717144,0.976811172,0.987677558,1,0.99875,1,0.963286201,0.954751131,0.963238716,0.978348661,0.96,0.979387595,0.96,0.964341696,0.98,0.996374094,0.981927711,0.982290633,0.977238746,0.975810511,0.972222222,0.979437314,0.979774597,0.972619048,0.965517241,0.988095238,0.972727273,0.978091697,0.982142857,1,0.980764686,0.975307593,0.985436893,0.987907925,0.991481804,0.980514419,0.975737355,0.991666667,0.994169526,0.990483589,1,1,1,1,0.991089289,0.994424514,0.966818182,0.989861751,0.999047619,0.994943182,0.982860954,0.997572816,0.986862855,0.992452874,0.983562902,0.980932957,0.968561448,0.982800983,0.975,0.963414634,0.9408348,0.970830152,0.982641954,0.987841945,0.993924051,0.982857143,0.982628531,0.982449982,0.977750561,0.968421053,0.962528572,0.977399037,0.953424658,0.971014493,0.975172452,0.99466935,0.993407593,0.988092403,0.984029175,0.989639157,0.9919984,0.972709049,0.988405797,0.979335387,0.980961601,0.990453461,0.998954347,1,1,1,0.993091537,0.991428571,0.980223096,0.989688596,0.990909091,0.980196039,0.983636364,1,1,1,0.994392523,1,1,0.987346911,0.983313468,0.990924245,0.990927108,0.984341373,0.988372093,0.986742606,1,1,1,1,0.992330579,1,1,1,1
2024,12515,Mahwah Township,City,NJ,,,,,,,,,,,,,,,,,,,,,,,,,0.905660377,0.930420712,0.873449793,0.891474219,0.931403864,0.930232558,0.924141118,0.875091894,0.937052933,0.92198848,0.889382991,0.942408377,0.942372881,0.920491112,0.930941581,0.958500621,0.948275862,0.974186201,0.943506435,0.962382445,0.95972973,0.975192305,0.962386927,0.944983819,0.925531611,0.944981427,0.961908426,0.94007744,0.960633291,0.979930035,0.962318841,0.975092251,0.957226032,0.952380952,0.954135988,0.94163966,0.928571429,0.919732441,0.92968067,0.955782962,0.971607703,0.969050123,0.973947896,0.96875,0.963210702,0.953770909,0.959034614,0.952990216,0.934782609,0.944262295,0.945054945,0.926268989,0.97059109,0.971014493,0.969461645,0.960843373,0.954750223,0.955555556,0.975609756,0.960222518,0.972727273,0.93851547,0.947256744,0.958762887,0.965714286,0.972796518,0.964747869,0.966250947,0.980392157,0.980138169,0.957142857,0.972673383,0.967479675,0.940767534,0.974347569,0.978125,0.97245409,0.968786284,0.971269895,0.973303671,0.98611601,0.953405018,0.965385284,0.945454545,0.945127775,0.961679004,0.925373134,0.937875752,0.954249613,0.979073244,0.963581184,0.953212291,0.965250965,0.943362832,0.96
2025,4502,Easton,City,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.900180624,0.944444444,0.910608347,0.956521739,0.90122354,0.869429377,0.923528001,0.962885738,0.950950951,0.914285714,0.934020327,0.984978746,0.982608696,1,0.945273632,0.947664844,0.944362914,0.969355847,0.975813178,0.948768945,0.96875,0.963244613,1,0.955923056,0.967741935,0.972170686,0.971956037,0.921052632,0.920578231,0.96969697,0.941176471,0.946542828,0.939077459,0.960768615,0.920245399,0.984615385,0.95415625,0.95761079,0.996940245,0.948999354,0.949748744
2026,32997,Mountain Home,City,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.951612903,0.908778689,0.917808219,0.942966138,0.911111111,0.937555234,0.941231837,0.865882353,0.88966725,0.922451532,0.893946973,0.935573073,0.916760405,0.918196995,0.958788898,0.926658665,0.857673124,0.936585366,0.924757535,0.875547217,0.922058121,0.866361698,0.925203305,0.872480167,0.9375,0.954063604,0.952834683,0.91597802,0.945494994,0.910721074,0.948182888,0.926517572,0.911859875,0.921787709,0.925330475,0.946163262,0.909918107,0.951961569,0.942222222,0.916508646,0.908998989,0.902380952,0.937718684,0.939393939,0.937829294,0.913642053,0.954778667,0.947998441,0.950633756,0.956618465,0.940267894,0.9613722,0.942857143,0.947905883,0.948509485,0.959232969,0.942891667,0.971076057,0.955595027,0.955555556,0.933333333,0.942452043,0.962935257,0.960768615,0.967162648,0.941638284,0.944461115
2027,31540,Farmington,City,MN,0.960579753,0.934472066,0.898820896,0.963433865,0.904193921,0.916873235,0.957136477,0.933108856,0.892545467,0.917956192,0.876942418,0.878714372,0.919228622,0.845706908,0.914612362,0.875420875,0.957424162,0.945054945,0.917459338,0.941530119,0.933796455,0.90106383,0.908375899,0.939919214,0.923076923,0.957777778,0.927717563,0.940752602,0.978686385,0.935615231,0.961441459,0.969058408,0.983269446,0.95678345,0.93559322,0.976878613,0.957598857,0.944340213,0.973672635,0.975487744,0.988600359,0.979462875,0.992615624,0.998068628,0.983265824,0.958866037,0.976390556,0.958485958,0.969797076,0.947340706,0.966516323,0.969693798,0.98125,1,0.987361769,0.976170858,0.974358974,0.985995999,0.973292244,0.956562197,0.971428571,0.927006873,0.979991997,0.9780462,0.983696416,0.989811583,0.986666667,0.9875,0.973793925,0.969529086,0.957652508,0.978950583,0.967351524,0.986536058,0.975602318,0.982781239,1,0.999333111,1,0.997544243,0.991591766,0.981710675,0.972496488,0.970853859,0.97998873,0.987179487,0.98877911,1,1.007575758,1,1,1,1,0.993333333,0.971698113,1,0.969355847,0.988235294,0.985095137,1.000033334,1.003001501,1,0.988138479,1,1,0.988235294,0.993096307,0.972644377,0.980903205,0.978251414,1,1.00103684,1.000192382,1.008955224,1.000202201,1,1,0.999473684,0.994620764
2028,7327,Superior,City,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.911039657,0.941041395,0.974221414,0.971014493,0.960536272,0.988416988,0.951515152,0.956516275,0.888888889,0.905292479,0.953333333,0.9456,0.88752072,0.938223938,0.943051713,0.983539095,0.967741935,0.974554472,0.964260186,0.955103986,1,0.950668037,0.922306675,0.93136467,0.94754902,0.954156211,0.973799127,0.986567855,0.975102379,0.958866037,0.978161965,0.945736434,0.908127208,0.944449691,0.921275418,0.950920245,0.958630493,0.958377923,0.961538462,0.99716803,1,0.942696937,0.952049213,0.958799294,0.918367347,0.940103414,0.978925184,0.913043478,0.896618357,0.973290459,0.996050553,0.993548387,1,0.983870968,0.968421053,0.96692112,0.943531094
2029,3905,Burton,City,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.935060046,0.966223938,0.985346651,1,0.949124575,0.955727269,1,0.901502504,0.949555501,0.946406299,0.928205128,0.99066044,0.964705882,0.952546526,0.989026063,0.97,0.972363151,0.942857143,0.920079034,0.942807877,0.950950951,0.938877881,0.923076923,0.978865406,0.994110718,0.982004253,0.980083321,0.960956322,0.943703086,0.945222222,0.932885906,0.887600707,0.950950951,0.97852864,0.935294118,0.945945946,0.9544255,0.978651835,0.965870307,0.985629374,0.970057359,0.980524966,0.930366459
2030,50720,Americus,City,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.930042444,0.864912182,0.877742947,0.916630482,0.948837343,0.930321884,0.952885124,0.909728718,0.941884058
2031,22249,Oxford,City,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.958677686,0.931107886,0.949748744,1,0.979530917,0.997619048,0.974358974,0.985989325,0.983827493,0.948236837
2032,24739,Foley,City,AL,,,,,,,,,,,,,,,,,,,,,,0.872868332,0.822502313,0.902865477,0.959132611,0.908642132,0.934844193,0.920736589,0.931310569,0.918650511,0.8998999,0.908551656,0.93411176,0.918782358,0.950864422,0.934532374,0.928809789,0.934210526,0.912676284,0.930041152,0.932461874,0.92254406,0.9213519,0.937473762,0.900818926,0.956839033,0.953731683,0.953189883,0.943396226,0.916,0.938086304,0.908990056,0.917446809,0.943396226,0.946308725,0.94055681,0.949400475,0.953648209,0.916972324,0.913853318,0.940752602,0.935483871,0.952719156,0.941453369,0.958330754,0.941397976,0.92893401,0.94224924,0.933052188,0.957264957,0.924966492,0.931558935,0.888888889,0.911290323,0.931161226,0.952464743,0.950714078,0.943740306,0.935785737,0.950383531,0.941475528,0.943532809,0.947760993,0.949727612,0.954545455,0.959782133,0.984603541,0.961434904,0.966143998,0.966308698,0.963214931,0.963272727,0.951156812,0.976424503,0.971048851,0.985101464,0.986561265,0.962047661,0.985074627,0.972949205,0.963628251,0.96776407,0.976765029,0.97969524,0.975399376,0.974279724,0.950909091,0.959575337,0.946626571,0.945698999,0.968421053,0.957628742,0.976129943,0.991594323,0.964444444,0.973756668,0.972972973,0.965468783,0.966895959
2033,6067,Mount Dora,City,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.911732862,0.897964204,0.891040993,0.896043445,0.880662563,0.923076923,0.9,0.940350877,0.940388162,0.952834683,0.935277778,0.930232558,0.908172048,0.95329259,0.921843687,0.94491342,0.930232558,0.952380952,0.890317708,0.951696918,0.943446143,0.929765886,0.923842477,0.913440626,0.930203818,0.917176209,0.935878028,0.927828103,0.928571429,0.911917098,0.939598934,0.93220339,0.906222115,0.929952281,0.933837775,0.929389234,0.95968714,0.94535501,0.950681283,0.957068007,0.956936912,0.951515152,0.954308849,0.957130262,0.944413563,0.968159689,0.936186953,0.96124031,0.961600616,0.95620438,0.954524784,0.961538462,0.955455132,0.95625,0.961924686,0.956937799,0.962825279,0.947146407,0.960022926,0.94972067,0.966205837,0.967204002,0.955621302,0.954400848,0.957683742,0.960011073,0.948006845,0.965990283,0.963500149,0.966771187,0.972381425,0.964598403,0.95377816,0.969590128,0.96942533,0.956118088,0.968035131,0.947469038,0.956112853,0.948687831,0.937651822,0.945774984,0.929551636,0.946009715,0.956081895,0.944680851,0.96196592,0.958955224,0.957446809,0.955490218,0.968613139,0.95175293
2034,40780,Schererville,City,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88979073,0.970878251,0.9670196,0.881333333,0.937890788,0.960634409,0.963575513,0.962807018,0.933283914,0.91622807,0.957840617,0.937589838,0.938511327,0.943242099,0.968425325,0.959227571,0.965065502,0.958518119,0.968387355,0.948846154,0.940269904,0.958772771,0.941545704,0.924315121,0.952700543,0.958732057,0.915474842,0.966669889,0.969997266,0.966,0.942583732,0.950792836,0.948717949,0.926666667,0.942840171,0.9293892,0.940452648,0.959132611,0.956937799,0.972749224,0.968161144,0.961792717,0.970717423,0.960092539,0.949340145,0.953969313,0.974822466,0.950134181,0.954559636,0.977010629,0.961523663,0.982800983,0.979361939,0.953637004,0.958851731,0.954365352,0.949589779,0.95274007,0.940966757,0.992762308,0.956531702,0.981845128,0.994117954,0.984699882,0.992266667,1,0.972439136,0.98700088,0.983277592,0.967184801,0.951903808,0.961188599,0.943396226,0.976720988,0.981606964,0.982847341,0.985625724,0.984615385,0.989996551,0.97900857,0.987554113
2035,15050,Bedford,City,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.905797101,0.966746398,0.948851001,0.91916741,0.980366267,0.953288028,0.906040268,0.944198548,0.912981351,0.926157697,0.91271779,0.922140061,0.922021749,0.925072862,0.90691906,0.957827019,0.969,0.972330225,0.92551127,0.944359367,0.883313561,0.940811658,0.930954228,0.911651982,0.972981984,0.964805825,0.94996426,0.965422209,0.926268989,0.970750983,0.968826851,0.945211986,0.971428571,0.922341114,0.90738423,0.962739833,0.975682948,0.988764045,0.960327001,0.959183673,0.973499189,0.962278676,0.94995921,0.967093099,0.970377937
2036,54619,Sun City West,City,AZ,0.912266263,0.875,0.888860523,0.9025,0.87755102,0.8878562,0.928094018,0.932166037,0.92920354,0.908455864,0.905882353,0.907355749,0.919196238,0.902359642,0.886651147,0.895977735,0.891233176,0.906852899,0.881578947,0.929411765,0.935489906,0.908496732,0.927928143,0.924456709,0.925325877,0.937032718,0.919220056,0.936454849,0.916727416,0.910359927,0.956263899,0.946187259,0.956284153,0.954006578,0.966877933,0.950950951,0.942654593,0.950251537,0.945726213,0.957446809,0.950309434,0.950617284,0.942266977,0.953333333,0.96197703,0.967931745,0.966573816,0.968209479,0.961386919,0.963060686,0.958221568,0.952380952,0.953932061,0.951803023,0.96226379,0.961908569,0.957045455,0.958253636,0.968421053,0.968214103,0.954545455,0.968208951,0.97227932,0.965096187,0.965205009,0.961812348,0.969899666,0.96969697,0.983717848,0.978621845,0.982394366,0.975695278,0.975543478,0.970917226,0.970815962,0.971666667,0.967741935,0.959110388,0.961138734,0.97432902,0.978452611,0.973848067,0.975609756,0.96731468,0.969733867,0.969163061,0.973322218,0.964586444,0.969355847,0.972850679,0.96969697,0.977907766,0.973754279,0.982196111,0.981256527,0.977272727,0.972570725,0.978905604,0.979643634,0.982153013,0.981342528,0.975609756,0.986376022,0.981738603,0.970647098,1,0.985600149,0.987447699,0.982007576,0.982758621,0.973741794,0.972511422,0.975304878,0.977653631,0.974683544,0.985178024,0.988395358,0.996661102,0.987042368
2036,53381,Monroe,City,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.950231678,0.952380952,0.944,0.947874013,0.900786093,0.915593705,0.946919703,0.933816425,0.902626591,0.923076923,0.933605664,0.936073059,0.937508181,0.959335322,0.972307692,0.944794368,0.952438944,0.937220092,0.939393939,0.964974982,0.972658662,0.906415539,0.922619048,0.9390681,0.939912722,0.956937799,0.94173043,0.926178731,0.962479659,0.955124056,0.912370873,0.962237665,0.959155576,0.93998249,0.986019916,0.96031746,0.986493739,0.976749594,0.981885714,0.965255416,0.98790709,0.951807229,0.988888889,0.976490679,0.955932203,0.977164686,0.973853797,0.987096774,0.969976905,0.994350282,1.000526593,0.977586027,0.980127186,1,0.982301355,0.978787879,0.972258561,0.980769376,0.974820555,0.988178236,1,0.985893621,1.00041684,0.978378378,0.995192308,0.976423013,0.962130576,0.974858902,0.964285714,0.976757361,0.966451216,0.977249962,1,0.982089552,0.978107923,0.981183626,0.965032431,0.976315789,0.978171442
2037,8587,Huntley,City,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,0.918918919,0.908878968,0.923581243,0.93313124,0.890727203,0.934753927,0.930434783,0.897142857,0.954142576,0.909723545,0.939053105,0.899949975,0.940493529,0.946271717,0.933074444,0.950253129,0.957827019,0.951086957,0.959135189,0.939393939,0.94972067,0.933333333,0.947468358,0.935405335,0.935161148,0.945454545,0.955149502,0.951681377,0.946286958,0.947949985,0.937210025,0.938032973,0.948602967,0.936789524,0.916474868,0.93814433,0.942307692,0.942924495,0.953154579,0.959429286,0.962610692,0.953133228,0.954979536,0.945223339,0.959978367,0.951097104,0.944257145,0.927015892,0.97140028,0.967741935,0.97271146,0.974145052,0.981132075,0.970373551,0.967892043,0.961908426,0.969969167,0.947591335,0.95481336,0.95968526,0.963953488,0.964976,0.974028504,0.979219363,0.977116326,0.977298961,0.963101939,0.970388155,0.951965066,0.961785073,0.954139735,0.950846527,0.969052829,0.982800983,0.972762646,0.983273493,0.974725357,0.958579882,0.969174102,0.963350785,0.954041633,0.96723789,0.934445753,0.960153792,0.954213159,0.976627856,0.970588235,0.976248382,0.974576271,0.976071647,0.964856941,0.978135788,0.972749224
2038,42648,Roanoke Rapids,City,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.907303371,0.887449876,0.851605017,0.906800545,0.953288847,0.928446572,0.917205294,0.943033102
2039,32104,Hudson,City,WI,0.919167343,0.881443747,0.945961732,0.903825904,0.884848374,0.927502796,0.947598253,0.9015625,0.91805335,0.856261343,0.895433384,0.921052632,0.880466391,0.900607108,0.925322168,0.881293103,0.839808689,0.903517264,0.909090909,0.889171165,0.879792554,0.910265913,0.897847559,0.895679663,0.893571619,0.950237559,0.937081993,0.962962963,0.953488372,0.960207612,0.967896561,0.951996757,0.943396226,0.926268989,0.93515201,0.927318296,0.903010033,0.954946593,0.895338206,0.954231434,0.95476294,0.958974359,0.974352398,0.986184211,0.948509485,0.965517241,0.927643785,0.953795487,0.876476559,0.885600331,0.963597389,0.957356077,0.969899666,0.953947368,0.961438249,0.952307692,0.962059621,0.950937095,0.977035491,0.954374187,0.953177767,0.966040594,0.962740685,0.979421974,0.974493466,0.984436091,0.976878613,0.959221963,0.980016867,0.959318036,0.982683091,0.92170491,0.968819599,0.954979111,0.981162465,0.9782438,0.978832442,0.983482261,0.986568069,0.984682713,0.994371482,0.974683544,0.981595535,0.980196078,0.961862829,0.944571991,0.968660815,0.981624837,0.991617063,0.992854591,0.994152047,0.990865594,0.992857143,0.977777778,0.966291363,0.991995426,0.95,0.971926461,0.972164242,1,1.001736111,1,0.9935,0.992651102,0.988998175,0.974804437,0.997186621,0.969529086,0.975827217,0.963855422,0.964285714,0.964541439,0.988045865,0.99594888,0.985294118,0.985507246,0.983220066,0.980415264,0.980588916
2040,24325,Dawsonville,City,GA,,,,,,,,,,,,,,,0.876506525,0.800320128,0.825894539,0.811561979,0.833323459,0.861177597,0.833333333,0.870092165,0.88711598,0.887573964,0.930232558,0.894134478,0.938137755,0.923384212,0.952656649,0.895679663,0.863612667,0.949656566,0.855488286,0.917808219,0.909819639,0.871428571,0.943033102,0.896655518,0.97826087,0.940740741,0.934866173,0.92,0.931683868,0.936278999,0.882283696,0.915384615,0.901204819,0.916905444,0.900088886,0.945468811,0.932994063,0.967655771,0.97045614,0.954545455,0.959885387,0.919354839,0.94173043,0.944654368,0.944969427,0.94173043,0.935483871,0.895679663,0.945945946,0.950510204,0.948905109,0.966872111,0.961807156,0.956896552,0.945472736,0.942160786,0.962278676,0.922222222,0.933888478,0.944377751,0.958493082,0.956937799,0.963665087,0.938095238,0.960781225,0.949820789,0.955555556,0.940965382,0.968531469,0.936912633,0.966542751,0.949814126,0.961720749,0.964028777,0.973146853,0.990948071,0.96744186,0.965250965,0.963811602,0.984042553,0.98173516,0.944134078,0.959408624,0.965931864,0.976923077,0.981554253,0.977870968,0.992156863,0.98366122,0.96969697,0.974082449,0.974608938,0.97,0.957356077,0.984088825,0.987780041,0.968888889,0.977443609,0.981688242,0.971969836,0.980776775,0.972340426,0.96581609,0.978145455,0.980229973
2040,31117,Crosby,City,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.919881306,0.915041726,0.940975192,0.969298246,0.942285041,0.969833082,1,0.936073059,0.969230769,0.955414013,0.962278676,0.968776903,0.941586831,0.93975764,0.980192077,0.95734873,0.936,0.990469287,0.986096479,0.971947052,0.965984539,0.951374207,0.967610063,0.973859509,0.981013593,0.971651727,0.980483477,0.9375,1,1,1,0.96862069,1,0.989377845,0.952380952,0.973846154,0.960853711,0.959310345,0.963060686,0.934247261,0.982019811,0.954300355,0.983698357,1,0.935135135,0.937931034,0.991194236,0.982857143,0.958493082,0.949471591,0.962939501,0.974074074,0.970498659,0.977525943,1,0.971629187,0.94921875,0.96875,0.947442477,0.963985594,0.963509635,0.97494621,0.951264911,1,0.972972973,0.97304374,0.980392157,0.998084291,0.969258373,0.942222222,0.95666831,0.944177105,0.972036474,0.943873924,0.955807313,0.960716593,0.962386332,0.966492086,0.973207692,0.97,0.966049109,0.969319698,0.950168326,0.959387875
2041,5339,Jenison,City,MI,,,0.931403398,0.945070423,0.937299234,0.905192949,0.931677019,0.881921281,0.916720465,0.891385768,0.834957459,0.9006004,0.909918107,0.879408882,0.848022912,0.928167877,0.901287554,0.953020134,0.942572478,0.906921241,0.941810773,0.877025739,0.918196995,0.914808462,0.919935949,0.913102636,0.959856991,0.962031811,0.950594121,0.96969697,0.972122945,0.98849545,0.966243626,0.96388606,0.970950408,0.933615819,0.943531094,0.941153302,0.971811135,0.948616601,0.985175565,0.976507345,0.98381558,0.978899328,0.971737447,0.966550528,0.958788898,0.92504493,0.971679964,0.948588508,0.950952584,0.990190595,0.98630137,0.982690588,1,0.997953615,0.966575758,0.990453461,0.965554481,0.95805222,0.94972067,0.953355436,1,0.978714347,0.990924245,0.98687854,0.98245614,1,0.964583333,0.968121234,0.970257676,0.970603185,0.927690105,0.934782609,0.997424413,0.98913665,1.000212857,1.002433748,1.021886934,0.993178786,0.996602492,0.972240414,0.968013619,0.995340007,0.9717804,0.99378882,1,1.000370508,1.000800641,1.020510255,1.000588582,0.994542147,0.976179133,0.995879929,0.986486486,0.982166159,0.974345818,1,0.986306948,1.000476417,1.010169492,1.024297284,1.015507754,1.006809378,1,0.987654321,0.979433714,0.986486486,0.988,0.986937334,0.988947368,0.983256224,1.006048632,1.000434972,1.00040016,1,0.978212539,0.974196946,0.997083791
